4701  1056.5
4702  1063.2
4703  1067.1
4704  1080.0
4801  1086.8
4802  1106.1
4803  1116.3
4804  1125.5
4901  1112.4
4902  1105.9
4903  1114.3
4904  1103.3
5001  1148.2
5002  1181.0
5003  1225.3
5004  1260.2
5101  1286.6
5102  1320.4
5103  1349.8
5104  1356.0
5201  1369.2
5202  1365.9
5203  1378.2
5204  1406.8
5301  1431.4
5302  1444.9
5303  1438.2
5304  1426.6
5401  1406.8
5402  1401.2
5403  1418.0
5404  1438.8
5501  1469.6
5502  1485.7
5503  1505.5
5504  1518.7
5601  1515.7
5602  1522.6
5603  1523.7
5604  1540.6
5701  1553.3
5702  1552.4
5703  1561.5
5704  1537.3
5801  1506.1
5802  1514.2
5803  1550.0
5804  1586.7
5901  1606.4
5902  1637.0
5903  1629.5
5904  1643.4
6001  1671.6
6002  1666.8
6003  1668.4
6004  1654.1
6101  1671.3
6102  1692.1
6103  1716.3
6104  1754.9
6201  1777.9
6202  1796.4
6203  1813.1
6204  1810.1
6301  1834.6
6302  1860.0
6303  1892.5
6304  1906.1
6401  1948.7
6402  1965.4
6403  1985.2
6404  1993.7
6501  2036.9
6502  2066.4
6503  2099.3
6504  2147.6
6601  2190.1
6602  2195.8
6603  2218.3
6604  2229.2
6701  2241.8
6702  2255.2
6703  2287.7
6704  2300.6
6801  2327.3
6802  2366.9
6803  2385.3
6804  2383.0
6901  2416.5
6902  2419.8
6903  2433.2
6904  2423.5
7001  2408.6
7002  2406.5
7003  2435.8
7004  2413.8
7101  2478.6
7102  2478.4
7103  2491.1
7104  2491.0
7201  2545.6
7202  2595.1
7203  2622.1
7204  2671.3
7301  2734.0
7302  2741.0
7303  2738.3
7304  2762.8
7401  2747.4
7402  2755.2
7403  2719.3
7404  2695.4
7501  2642.7
7502  2669.6
7503  2714.9
7504  2752.7
7601  2804.4
7602  2816.9
7603  2828.6
7604  2856.8
7701  2896.0
7702  2942.7
7703  3001.8
7704  2994.1
7801  3020.5
7802  3115.9
7803  3142.6
7804  3181.6
7901  3181.7
7902  3178.7
7903  3207.4
7904  3201.3
8001  3233.4
8002  3157.0
8003  3159.1
8004  3199.2
8101  3261.1
8102  3250.2
8103  3264.6
8104  3219.0
8201  3170.4
8202  3179.9
8203  3154.5
8204  3159.3
8301  3186.6
8302  3258.3
8303  3306.4
8304  3365.1
8401  3451.7
8402  3498.0
8403  3520.6
8404  3535.2
8501  3577.5
8502  3599.2
8503  3635.8
8504  3662.4
8601  3721.1
8602  3704.6
8603  3712.4
8604  3733.6
8701  3781.2
8702  3820.3
8703  3858.9
8704  3920.7
8801  3970.2
8802  4005.8
8803  4032.1
8804  4059.3
8901  4095.7
8902  4112.2
8903  4129.7
8904  4133.2
9001  4150.6
9002  4155.1
9003  4170.0
9004  4147.6
